•ÈÀCategory,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
a,21st Century,Books,The New Religious Intolerance,,1,b,,,,0.5
a,21st Century,Books,The Parties Versus the People,,1,b,,,,0.5
a,21st Century,Books,The Professor and the President,,1,b,,,,0.5
a,21st Century,Books,The Recovery Revolution,,1,b,,,,0.5
a,21st Century,Books,The Road to Iraq,,1,b,,,,0.5
a,21st Century,Books,The Snowden Reader,,1,b,,,,0.5
a,21st Century,Books,The Terror Courts,,1,b,,,,0.5
a,21st Century,Books,The Voting Wars,,1,b,,,,0.5
a,21st Century,Books,The War of My Generation,,1,b,,,,0.5
a,21st Century,Books,Third Wave Capitalism,,1,b,,,,0.5
a,21st Century,Books,Time No Longer,,1,b,,,,0.5
a,21st Century,Books,Torture Porn in the Wake of 9/11,,1,b,,,,0.5
a,21st Century,Books,Transforming the University of Kansas,,1,b,,,,0.5
a,21st Century,Books,Until the Fires Stopped Burning,,1,b,,,,0.5
a,21st Century,Books,Us versus Them,,1,b,,,,0.5
a,21st Century,Books,War Is Not a Game,,1,b,,,,0.5
a,21st Century,Books,What Changed When Everything Changed,,1,b,,,,0.5
a,21st Century,Books,When Riot Cops Are Not Enough,,1,b,,,,0.5
a,21st Century,Books,Where There's Smoke,,1,b,,,,0.5
a,21st Century,Books,Who Cares?,,1,b,,,,0.5
a,21st Century,Books,Why America Is Not a New Rome,,1,b,,,,0.5
a,21st Century,Books,Women of the Storm,,1,b,,,,0.5
a,Colonial Era,Journals,William and Mary Quarterly,,1,b,,,,0.5
a,Colonial Era,Books,A Biographical Dictionary of Early American Jews,,1,b,,,,0.5
a,Colonial Era,Books,A Cheerful and Comfortable Faith,,1,b,,,,0.5
a,Colonial Era,Books,A Description of New Netherland,,1,b,,,,0.5
a,Colonial Era,Books,A Distant Heritage,,1,b,,,,0.5
a,Colonial Era,Books,A Factious People,,1,b,,,,0.5
a,Colonial Era,Books,A Harmony of the Spirits,,1,b,,,,0.5
a,Colonial Era,Books,A Journey Into Mohawk and Oneida Country 1634-1635,,1,b,,,,0.5
a,Colonial Era,Books,A Nation of Women,,1,b,,,,0.5
a,Colonial Era,Books,A Rabble in Arms,,1,b,,,,0.5
a,Colonial Era,Books,A Reforming People,,1,b,,,,0.5
a,Colonial Era,Books,A Town In-Between,,1,b,,,,0.5
a,Colonial Era,Books,A Voyage to Virginia in 1609,,1,b,,,,0.5
a,Colonial Era,Books,Abandoning America,,1,b,,,,0.5
a,Colonial Era,Books,Abraham in Arms,,1,b,,,,0.5
a,Colonial Era,Books,African American Life in the Georgia Lowcountry,,1,b,,,,0.5
a,Colonial Era,Books,American Passage,,1,b,,,,0.5
a,Colonial Era,Books,An Infinity of Nations,,1,b,,,,0.5
a,Colonial Era,Books,Anglicizing America,,1,b,,,,0.5
a,Colonial Era,Books,Anglo-Native Virginia,,1,b,,,,0.5
a,Colonial Era,Books,Ariel's Ecology,,1,b,,,,0.5
a,Colonial Era,Books,Banished,,1,b,,,,0.5
a,Colonial Era,Books,Becoming German,,1,b,,,,0.5
a,Colonial Era,Books,Before the Revolution,,1,b,,,,0.5
a,Colonial Era,Books,"Benjamin Franklin, Pennsylvania, and the First Nations",,1,b,,,,0.5
a,Colonial Era,Books,Beyond Pontiac's Shadow,,1,b,,,,0.5
a,Colonial Era,Books,Beyond the Founders,,1,b,,,,0.5
a,Colonial Era,Books,Bibliography and the Book Trades,,1,b,,,,0.5
a,Colonial Era,Books,Bodies of Belief,,1,b,,,,0.5
a,Colonial Era,Books,Brabbling Women,,1,b,,,,0.5
a,Colonial Era,Books,Braddock At The Monongahela,,1,b,,,,0.5
a,Colonial Era,Books,Breaking The Backcountry,,1,b,,,,0.5
a,Colonial Era,Books,Breaking the Bonds,,1,b,,,,0.5
a,Colonial Era,Books,Brethren by Nature,,1,b,,,,0.5
a,Colonial Era,Books,Brothers and Friends,,1,b,,,,0.5
a,Colonial Era,Books,Brothers Born of One Mother,,1,b,,,,0.5
a,Colonial Era,Books,Buccaneers of the Caribbean,,1,b,,,,0.5
a,Colonial Era,Books,Building a New Jerusalem,,1,b,,,,0.5
a,Colonial Era,Books,Building Charleston,,1,b,,,,0.5
a,Colonial Era,Books,Carolina in Crisis,,1,b,,,,0.5
a,Colonial Era,Books,"Christian Ritual and the Creation of British Slave Societies, 1650–1780",,1,b,,,,0.5
a,Colonial Era,Books,Citizen Bachelors,,1,b,,,,0.5
a,Colonial Era,Books,Collecting Across Cultures,,1,b,,,,0.5
a,Colonial Era,Books,Colonial Mediascapes,,1,b,,,,0.5
a,Colonial Era,Books,Colonization and Its Discontents,,1,b,,,,0.5
a,Colonial Era,Books,Commerce by a Frozen Sea,,1,b,,,,0.5
a,Colonial Era,Books,Contested Spaces of Early America,,1,b,,,,0.5
a,Colonial Era,Books,Contesting Slavery,,1,b,,,,0.5
a,Colonial Era,Books,Creating the British Atlantic,,1,b,,,,0.5
a,Colonial Era,Books,Crèvecoeur's Eighteenth-Century Travels in Pennsylvania and New York,,1,b,,,,0.5
a,Colonial Era,Books,Damned Women,,1,b,,,,0.5
a,Colonial Era,Books,Dangerous Economies,,1,b,,,,0.5
a,Colonial Era,Books,Dark Work,,1,b,,,,0.5
a,Colonial Era,Books,Darkness Falls on the Land of Light,,1,b,,,,0.5
a,Colonial Era,Books,Defiance of the Patriots,,1,b,,,,0.5
a,Colonial Era,Books,Defying Empire,,1,b,,,,0.5
a,Colonial Era,Books,Design in Puritan American Literature,,1,b,,,,0.5
a,Colonial Era,Books,Diplomacy in Black and White,,1,b,,,,0.5
a,Colonial Era,Books,Dispossessed Lives,,1,b,,,,0.5
a,Colonial Era,Books,Dissenting Bodies,,1,b,,,,0.5
a,Colonial Era,Books,Doctor Franklin's Medicine,,1,b,,,,0.5
a,Colonial Era,Books,Dreams and the Invisible World in Colonial New England,,1,b,,,,0.5
a,Colonial Era,Books,Early American Cartographies,,1,b,,,,0.5
a,Colonial Era,Books,Early Encounters,,1,b,,,,0.5
a,Colonial Era,Books,Early Modern Virginia,,1,b,,,,0.5
a,Colonial Era,Books,Embodied History,,1,b,,,,0.5
a,Colonial Era,Books,Emperor of Liberty,,1,b,,,,0.5
a,Colonial Era,Books,Empire at the Periphery,,1,b,,,,0.5
a,Colonial Era,Books,Empire by Collaboration,,1,b,,,,0.5
a,Colonial Era,Books,Empires of God,,1,b,,,,0.5
a,Colonial Era,Books,Envisioning an English Empire,,1,b,,,,0.5
a,Colonial Era,Books,Faithful Bodies,,1,b,,,,0.5
a,Colonial Era,Books,Fatal Revolutions,,1,b,,,,0.5
a,Colonial Era,Books,Father of Liberty,,1,b,,,,0.5
a,Colonial Era,Books,For a Short Time Only,,1,b,,,,0.5
a,Colonial Era,Books,"For God, King, and People",,1,b,,,,0.5
a,Colonial Era,Books,Forbidden Passages,,1,b,,,,0.5
a,Colonial Era,Books,Franklin in His Own Time,,1,b,,,,0.5
a,Colonial Era,Books,Freedom's Debt,,1,b,,,,0.5
a,Colonial Era,Books,Freshwater Passages,,1,b,,,,0.5
a,Colonial Era,Books,Friends and Strangers,,1,b,,,,0.5
a,Colonial Era,Books,From a Far Country,,1,b,,,,0.5
a,Colonial Era,Books,From British Peasants to Colonial American Farmers,,1,b,,,,0.5
a,Colonial Era,Books,From Chicaza to Chickasaw,,1,b,,,,0.5
a,Colonial Era,Books,From Dependency to Independence,,1,b,,,,0.5
a,Colonial Era,Books,From Gentlemen to Townsmen,,1,b,,,,0.5
a,Colonial Era,Books,From Jamestown to Jefferson,,1,b,,,,0.5
a,Colonial Era,Books,From Peace to Freedom,,1,b,,,,0.5
a,Colonial Era,Books,From Privileges to Rights,,1,b,,,,0.5
a,Colonial Era,Books,From Slave Ship to Harvard,,1,b,,,,0.5
a,Colonial Era,Books,Gathering Together,,1,b,,,,0.5
a,Colonial Era,Books,Gentry and Common Folk,,1,b,,,,0.5
a,Colonial Era,Books,George Mercer Papers,,1,b,,,,0.5
a,Colonial Era,Books,George Washington in the Ohio Valley,,1,b,,,,0.5
a,Colonial Era,Books,Georgia's Frontier Women,,1,b,,,,0.5
a,Colonial Era,Books,Good News from New England by Edward Winslow,,1,b,,,,0.5
a,Colonial Era,Books,Guns at the Forks,,1,b,,,,0.5
a,Colonial Era,Books,Heavenly Merchandize,,1,b,,,,0.5
a,Colonial Era,Books,Home Rule,,1,b,,,,0.5
a,Colonial Era,Books,Hopeful Journeys,,1,b,,,,0.5
a,Colonial Era,Books,Imperial Entanglements,,1,b,,,,0.5
a,Colonial Era,Books,In the Eye of All Trade,,1,b,,,,0.5
a,Colonial Era,Books,Intestine Enemies,,1,b,,,,0.5
a,Colonial Era,Books,Ireland in the Virginian Sea,,1,b,,,,0.5
a,Colonial Era,Books,James Habersham,,1,b,,,,0.5
a,Colonial Era,Books,Jesus Is Female,,1,b,,,,0.5
a,Colonial Era,Books,John Witherspoon's American Revolution,,1,b,,,,0.5
a,Colonial Era,Books,John Woolman's Path to the Peaceable Kingdom,,1,b,,,,0.5
a,Colonial Era,Books,Jonathan Belcher,,1,b,,,,0.5
a,Colonial Era,Books,Jonathan Edwards and the Gospel of Love,,1,b,,,,0.5
a,Colonial Era,Books,Jonathan Edwards's Philosophy of History,,1,b,,,,0.5
a,Colonial Era,Books,Killed Strangely,,1,b,,,,0.5
a,Colonial Era,Books,King and People in Provincial Massachusetts,,1,b,,,,0.5
a,Colonial Era,Books,Laboratory for Liberty,,1,b,,,,0.5
a,Colonial Era,Books,Laboring Women,,1,b,,,,0.5
a,Colonial Era,Books,Learning to Read and Write in Colonial America,,1,b,,,,0.5
a,Colonial Era,Books,Lenape Country,,1,b,,,,0.5
a,Colonial Era,Books,Louisiana,,1,b,,,,0.5
a,Colonial Era,Books,Love in the Time of Revolution,,1,b,,,,0.5
a,Colonial Era,Books,Lovewell's Fight,,1,b,,,,0.5
a,Colonial Era,Books,Magazines and the Making of America,,1,b,,,,0.5
a,Colonial Era,Books,Mahogany,,1,b,,,,0.5
a,Colonial Era,Books,Making Heretics,,1,b,,,,0.5
a,Colonial Era,Books,Making War and Minting Christians,,1,b,,,,0.5
a,Colonial Era,Books,Medical Encounters,,1,b,,,,0.5
a,Colonial Era,Books,Meetinghouses of Early New England,,1,b,,,,0.5
a,Colonial Era,Books,Memory Lands,,1,b,,,,0.5
a,Colonial Era,Books,Modernity and Its Other,,1,b,,,,0.5
a,Colonial Era,Books,Mortal Remains,,1,b,,,,0.5
a,Colonial Era,Books,"Motives of Honor, Pleasure, and Profit",,1,b,,,,0.5
a,Colonial Era,Books,Movements of Political Protest in Canada 1640-1840,,1,b,,,,0.5
a,Colonial Era,Books,Munsee Indian Trade in Ulster County New York 1712-1732,,1,b,,,,0.5
a,Colonial Era,Books,Natchez Country,,1,b,,,,0.5
a,Colonial Era,Books,Native Acts,,1,b,,,,0.5
a,Colonial Era,Books,Native Apostles,,1,b,,,,0.5
a,Colonial Era,Books,New Men,,1,b,,,,0.5
a,Colonial Era,Books,New Netherland and the Dutch Origins of American Religious Liberty,,1,b,,,,0.5
a,Colonial Era,Books,New World Babel,,1,b,,,,0.5
a,Colonial Era,Books,New World Orders,,1,b,,,,0.5
a,Colonial Era,Books,"New York City, 1664-1710",,1,b,,,,0.5
a,Colonial Era,Books,"Ninigret, Sachem of the Niantics and Narragansetts",,1,b,,,,0.5
a,Colonial Era,Books,On Religious Liberty,,1,b,,,,0.5
a,Colonial Era,Books,On the Rim of the Caribbean,,1,b,,,,0.5
a,Colonial Era,Books,One Colonial Woman's World,,1,b,,,,0.5
a,Colonial Era,Books,One Family Under God,,1,b,,,,0.5
a,Colonial Era,Books,Our Beloved Kin,,1,b,,,,0.5
a,Colonial Era,Books,Paper Sovereigns,,1,b,,,,0.5
a,Colonial Era,Books,Papist Devils,,1,b,,,,0.5
a,Colonial Era,Books,Paris on the Potomac,,1,b,,,,0.5
a,Colonial Era,Books,Peter's War,,1,b,,,,0.5
a,Colonial Era,Books,Political Gastronomy,,1,b,,,,0.5
a,Colonial Era,Books,Population of the British Colonies in America Before 1776,,1,b,,,,0.5
a,Colonial Era,Books,Power and the Pulpit in Puritan New England,,1,b,,,,0.5
a,Colonial Era,Books,Prospero's America,,1,b,,,,0.5
a,Colonial Era,Books,Protestant Empire,,1,b,,,,0.5
a,Colonial Era,Books,"Red, White, and Black Make Blue",,1,b,,,,0.5
a,Colonial Era,Books,Religion and Politics in the Early Republic,,1,b,,,,0.5
a,Colonial Era,Books,Religion and Profit,,1,b,,,,0.5
a,Colonial Era,Books,Remaking Custom,,1,b,,,,0.5
a,Colonial Era,Books,Richard Mather of Dorchester,,1,b,,,,0.5
a,Colonial Era,Books,Robert Love's Warnings,,1,b,,,,0.5
a,Colonial Era,Books,Roots of Conflict,,1,b,,,,0.5
a,Colonial Era,Books,Rum Punch and Revolution,,1,b,,,,0.5
a,Colonial Era,Books,Sacred Violence in Early America,,1,b,,,,0.5
a,Colonial Era,Books,Sarah Osborn's World,,1,b,,,,0.5
a,Colonial Era,Books,Savage Barbecue,,1,b,,,,0.5
a,Colonial Era,Books,"Scottish Emigration to Colonial America, 1607-1785",,1,b,,,,0.5
a,Colonial Era,Books,Scottish Highlanders in Colonial Georgia,,1,b,,,,0.5
a,Colonial Era,Books,Seasons of Misery,,1,b,,,,0.5
a,Colonial Era,Books,Selling Empire,,1,b,,,,0.5
a,Colonial Era,Books,Separated by Their Sex,,1,b,,,,0.5
a,Colonial Era,Books,St. Louis Rising,,1,b,,,,0.5
a,Colonial Era,Books,Stephen Decatur,,1,b,,,,0.5
a,Colonial Era,Books,Stuyvesant Bound,,1,b,,,,0.5
a,Colonial Era,Books,Subjects unto the Same King,,1,b,,,,0.5
a,Colonial Era,Books,Taxation in Colonial America,,1,b,,,,0.5
a,Colonial Era,Books,The Accidental City,,1,b,,,,0.5
a,Colonial Era,Books,The Allegheny Frontier,,1,b,,,,0.5
a,Colonial Era,Books,The Archaeology of Martin's Hundred,,1,b,,,,0.5
a,Colonial Era,Books,The Ashley Cooper Plan,,1,b,,,,0.5
a,Colonial Era,Books,The Autobiography of Benjamin Franklin,,1,b,,,,0.5
a,Colonial Era,Books,"The Autobiography of Thomas Jefferson, 1743-1790",,1,b,,,,0.5
a,Colonial Era,Books,The Captive's Position,,1,b,,,,0.5
a,Colonial Era,Books,The Contagious City,,1,b,,,,0.5
a,Colonial Era,Books,The Divided Dominion,,1,b,,,,0.5
a,Colonial Era,Books,"The Economy of British America, 1607-1789",,1,b,,,,0.5
a,Colonial Era,Books,The Empire Reformed,,1,b,,,,0.5
a,Colonial Era,Books,The Enlightenment of Cadwallader Colden,,1,b,,,,0.5
a,Colonial Era,Books,The Four Deaths of Acorn Whistler,,1,b,,,,0.5
a,Colonial Era,Books,The Great Awakening,,1,b,,,,0.5
a,Colonial Era,Books,The Head in Edward Nugent's Hand,,1,b,,,,0.5
a,Colonial Era,Books,The History and Present State of Virginia,,1,b,,,,0.5
a,Colonial Era,Books,The Indian Slave Trade,,1,b,,,,0.5
a,Colonial Era,Books,The Invention of Free Labor,,1,b,,,,0.5
a,Colonial Era,Books,The Jeffersons at Shadwell,,1,b,,,,0.5
a,Colonial Era,Books,"The Journals of Jeffery Amherst, 1757-1763, Volume 1",,1,b,,,,0.5
a,Colonial Era,Books,"The Journals of Jeffery Amherst, 1757-1763, Volume 2",,1,b,,,,0.5
a,Colonial Era,Books,The Liberty Bell,,1,b,,,,0.5
a,Colonial Era,Books,"The Life of Benjamin Franklin, Volume 1",,1,b,,,,0.5
a,Colonial Era,Books,"The Life of Benjamin Franklin, Volume 2",,1,b,,,,0.5
a,Colonial Era,Books,"The Life of Benjamin Franklin, Volume 3",,1,b,,,,0.5
a,Colonial Era,Books,The Limits of Optimism,,1,b,,,,0.5
a,Colonial Era,Books,The Lives in Objects,,1,b,,,,0.5
a,Colonial Era,Books,"The Memoir of Lieutenant Dumont, 1715–1747",,1,b,,,,0.5
a,Colonial Era,Books,The Memory of All Ancient Customs,,1,b,,,,0.5
a,Colonial Era,Books,The Native Ground,,1,b,,,,0.5
a,Colonial Era,Books,The New England Knight,,1,b,,,,0.5
a,Colonial Era,Books,The Ocean Is a Wilderness,,1,b,,,,0.5
a,Colonial Era,Books,The Opened Letter,,1,b,,,,0.5
a,Colonial Era,Books,The Other Jonathan Edwards,,1,b,,,,0.5
a,Colonial Era,Books,"The Papers of William Penn, Volume 1",,1,b,,,,0.5
a,Colonial Era,Books,"The Papers of William Penn, Volume 2",,1,b,,,,0.5
a,Colonial Era,Books,"The Papers of William Penn, Volume 3",,1,b,,,,0.5
a,Colonial Era,Books,"The Papers of William Penn, Volume 4",,1,b,,,,0.5
a,Colonial Era,Books,"The Papers of William Penn, Volume 5",,1,b,,,,0.5
a,Colonial Era,Books,The People with No Name,,1,b,,,,0.5
a,Colonial Era,Books,The Politics of Fashion in Eighteenth-Century America,,1,b,,,,0.5
a,Colonial Era,Books,The Poor Indians,,1,b,,,,0.5
a,Colonial Era,Books,The Power of Objects in Eighteenth-Century British America,,1,b,,,,0.5
a,Colonial Era,Books,The Practice of Piety,,1,b,,,,0.5
a,Colonial Era,Books,The Puritan Origins of the American Self,,1,b,,,,0.5
a,Colonial Era,Books,The Revolution Is Now Begun,,1,b,,,,0.5
a,Colonial Era,Books,The Rise of the Representative,,1,b,,,,0.5
a,Colonial Era,Books,The Road to Independence,,1,b,,,,0.5
a,Colonial Era,Books,The Road to Mobocracy,,1,b,,,,0.5
a,Colonial Era,Books,The Science of the Soul in Colonial New England,,1,b,,,,0.5
a,Colonial Era,Books,The Settlers' Empire,,1,b,,,,0.5
a,Colonial Era,Books,The Shame and the Sorrow,,1,b,,,,0.5
a,Colonial Era,Books,The Short Life of Free Georgia,,1,b,,,,0.5
a,Colonial Era,Books,"The Social Life of Maps in America, 1750-1860",,1,b,,,,0.5
a,Colonial Era,Books,The Spanish Frontier in North America,,1,b,,,,0.5
a,Colonial Era,Books,The Story of French New Orleans,,1,b,,,,0.5
a,Colonial Era,Books,The Temptations of Trade,,1,b,,,,0.5
a,Colonial Era,Books,The Texture of Contact,,1,b,,,,0.5
a,Colonial Era,Books,The Townshend Moment,,1,b,,,,0.5
a,Colonial Era,Books,The Varieties of Political Experience in Eighteenth-Century America,,1,b,,,,0.5
a,Colonial Era,Books,The Voyage of the Slave Ship Hare,,1,b,,,,0.5
a,Colonial Era,Books,The Weaver's Craft,,1,b,,,,0.5
a,Colonial Era,Books,The Widows' Might,,1,b,,,,0.5
a,Colonial Era,Books,The World of William Penn,,1,b,,,,0.5
a,Colonial Era,Books,The Yamasee War,,1,b,,,,0.5
a,Colonial Era,Books,This Violent Empire,,1,b,,,,0.5
a,Colonial Era,Books,"Thomas Jefferson, the Classical World, and Early America",,1,b,,,,0.5
a,Colonial Era,Books,"Thomas Jefferson, Time, and History",,1,b,,,,0.5
a,Colonial Era,Books,"Tituba, Reluctant Witch of Salem",,1,b,,,,0.5
a,Colonial Era,Books,To Lead As Equals,,1,b,,,,0.5
a,Colonial Era,Books,To Live upon Hope,,1,b,,,,0.5
a,Colonial Era,Books,Tobacco Colony,,1,b,,,,0.5
a,Colonial Era,Books,Tom Paine's America,,1,b,,,,0.5
a,Colonial Era,Books,Town Born,,1,b,,,,0.5
a,Colonial Era,Books,"Trade, Land, Power",,1,b,,,,0.5
a,Colonial Era,Books,Two Troubled Souls,,1,b,,,,0.5
a,Colonial Era,Books,Under Household Government,,1,b,,,,0.5
a,Colonial Era,Books,Unnatural Rebellion,,1,b,,,,0.5
a,Colonial Era,Books,War and Society in Colonial Connecticut,,1,b,,,,0.5
a,Colonial Era,Books,Ways of Writing,,1,b,,,,0.5
a,Colonial Era,Books,When London Was Capital of America,,1,b,,,,0.5
a,Colonial Era,Books,Who Should Rule at Home?,,1,b,,,,0.5
a,Colonial Era,Books,Wild Frenchmen and Frenchified Indians,,1,b,,,,0.5
a,Colonial Era,Books,Wild Yankees,,1,b,,,,0.5
a,Colonial Era,Books,William Penn,,1,b,,,,0.5
a,Colonial Era,Books,"Withces, Wife Beaters, and Whores",,1,b,,,,0.5
a,Colonial Era,Books,Working the Diaspora,,1,b,,,,0.5
a,Colonial Era,Books,Zamumo's Gifts,,1,b,,,,0.5
a,General,Journals,American Historical Review,,1,b,,,,0.5
a,General,Journals,Atlantis,,1,b,,,,0.5
a,General,Journals,Hungarian Journal of English and American Studies (HJEAS),,1,b,,,,0.5
a,General,Journals,Irish Journal of American Studies,,1,b,,,,0.5
a,General,Journals,Italian Americana,,1,b,,,,0.5
a,General,Journals,Journal of American Ethnic History,,1,b,,,,0.5
a,General,Journals,Journal of Appalachian Studies,,1,b,,,,0.5
a,General,Journals,Journal of Moravian History,,1,b,,,,0.5
a,General,Journals,American Studies,,1,b,,,,0.5
a,General,Journals,Mark Twain Journal,,1,b,,,,0.5
a,General,Journals,Material Culture,,1,b,,,,0.5
a,General,Journals,Reviews in American History,,1,b,,,,0.5
a,General,Journals,Revue française d'études américaines,,1,b,,,,0.5
a,General,Journals,OAH Magazine of History,,1,b,,,,0.5
a,General,Journals,Amerikastudien / American Studies,,1,b,,,,0.5
a,General,Journals,South Pacific Journal of American Studies,,1,b,,,,0.5
a,General,Journals,Journal of American History,,1,b,,,,0.5
a,General,Journals,Journal of American Studies,,1,b,,,,0.5
a,General,Journals,Revista de Historia de America,,1,b,,,,0.5
a,General,Journals,Transactions of the American Philosophical Society,,1,b,,,,0.5
a,Local and Regional,Books,¡Mi Raza Primero! (My People First!),,1,b,,,,0.5
a,Local and Regional,Books,"“Cap” Cornish, Indiana Pilot",,1,b,,,,0.5
a,Local and Regional,Books,20th Century Pittsburgh Volume 1,,1,b,,,,0.5
a,Local and Regional,Books,29 Missing,,1,b,,,,0.5
a,Local and Regional,Books,"A Beautiful, Cruel Country",,1,b,,,,0.5
a,Local and Regional,Books,A Brittle Sword,,1,b,,,,0.5
a,Local and Regional,Books,A Changing Wind,,1,b,,,,0.5
a,Local and Regional,Books,A Cheerful and Comfortable Faith,,1,b,,,,0.5
a,Local and Regional,Books,A Coat of Many Colors,,1,b,,,,0.5
a,Local and Regional,Books,A Concise History of Kentucky,,1,b,,,,0.5
a,Local and Regional,Books,A Damned Iowa Greyhound,,1,b,,,,0.5
a,Local and Regional,Books,A Dancer in the Revolution,,1,b,,,,0.5
a,Local and Regional,Books,A Dictionary of Iowa Place-Names,,1,b,,,,0.5
a,Local and Regional,Books,A Different Shade of Justice,,1,b,,,,0.5
a,Local and Regional,Books,A Documentary History of Arkansas,,1,b,,,,0.5
a,Local and Regional,Books,A Factious People,,1,b,,,,0.5
a,Local and Regional,Books,A Few Honest Words,,1,b,,,,0.5
a,Local and Regional,Books,A Fight for the Soul of Public Education,,1,b,,,,0.5
a,Local and Regional,Books,A Frontier Documentary,,1,b,,,,0.5
a,Local and Regional,Books,A Golden Weed,,1,b,,,,0.5
a,Local and Regional,Books,A Good Southerner,,1,b,,,,0.5
a,Local and Regional,Books,A Hanging in Nacogdoches,,1,b,,,,0.5
a,Local and Regional,Books,A Harmony of the Spirits,,1,b,,,,0.5
a,Local and Regional,Books,A History of Appalachia,,1,b,,,,0.5
a,Local and Regional,Books,A History of Blacks in Kentucky,,1,b,,,,0.5
a,Local and Regional,Books,A History of Blacks in Kentucky,,1,b,,,,0.5
a,Local and Regional,Books,A History of Brooklyn Bridge Park,,1,b,,,,0.5
a,Local and Regional,Books,A History of Cornell,,1,b,,,,0.5
a,Local and Regional,Books,A History of Education in Kentucky,,1,b,,,,0.5
a,Local and Regional,Books,A History of Gold Dredging in Idaho,,1,b,,,,0.5
a,Local and Regional,Books,A History of Mortgage Banking in the West,,1,b,,,,0.5
a,Local and Regional,Books,A History of the Hemp Industry in Kentucky,,1,b,,,,0.5
a,Local and Regional,Books,A House for All Peoples,,1,b,,,,0.5
a,Local and Regional,Books,A Kentucky Sampler,,1,b,,,,0.5
a,Local and Regional,Books,A Land Apart,,1,b,,,,0.5
a,Local and Regional,Books,A Land Made from Water,,1,b,,,,0.5
a,Local and Regional,Books,A Lenape among the Quakers,,1,b,,,,0.5
a,Local and Regional,Books,A Lever Long Enough,,1,b,,,,0.5
a,Local and Regional,Books,A Literary History of Iowa,,1,b,,,,0.5
a,Local and Regional,Books,A Love Affair with Birds,,1,b,,,,0.5
a,Local and Regional,Books,A Luminous Brotherhood,,1,b,,,,0.5
a,Local and Regional,Books,A Misplaced Massacre,,1,b,,,,0.5
a,Local and Regional,Books,A Mountain of Paper,,1,b,,,,0.5
a,Local and Regional,Books,A Negotiated Landscape,,1,b,,,,0.5
a,Local and Regional,Books,A New England Prison Diary,,1,b,,,,0.5
a,Local and Regional,Books,A New History of Kentucky,,1,b,,,,0.5
a,Local and Regional,Books,A Not Too Greatly Changed Eden,,1,b,,,,0.5
a,Local and Regional,Books,A Peculiar People,,1,b,,,,0.5
a,Local and Regional,Books,A People's History of the New Boston,,1,b,,,,0.5
a,Local and Regional,Books,A Perfect Pint's Beer Guide to the Heartland,,1,b,,,,0.5
a,Local and Regional,Books,A Pictorial History of Arkansas's Old State House,,1,b,,,,0.5
a,Local and Regional,Books,A Place Apart,,1,b,,,,0.5
a,Local and Regional,Books,A Place Called Appomattox,,1,b,,,,0.5
a,Local and Regional,Books,A Place Of Sense,,1,b,,,,0.5
a,Local and Regional,Books,A Prairie Populist,,1,b,,,,0.5
a,Local and Regional,Books,A Quaker Woman's Cookbook,,1,b,,,,0.5
a,Local and Regional,Books,A Reforming People,,1,b,,,,0.5
a,Local and Regional,Books,A Refugee from His Race,,1,b,,,,0.5
a,Local and Regional,Books,A Remarkable Curiosity,,1,b,,,,0.5
a,Local and Regional,Books,A Rift in the Clouds,,1,b,,,,0.5
a,Local and Regional,Books,A Season of Night,,1,b,,,,0.5
a,Local and Regional,Books,A Secret To Be Burried,,1,b,,,,0.5
a,Local and Regional,Books,"A Setting For Excellence, Part II",,1,b,,,,0.5
a,Local and Regional,Books,A Skeptic Among Scholars,,1,b,,,,0.5
a,Local and Regional,Books,A Song to My City,,1,b,,,,0.5
a,Local and Regional,Books,A Store Almost in Sight,,1,b,,,,0.5
a,Local and Regional,Books,A Stripe of Tammany's Tiger,,1,b,,,,0.5
a,Local and Regional,Books,A Tale of Two Plantations,,1,b,,,,0.5
a,Local and Regional,Books,A Taste of Upstate New York,,1,b,,,,0.5
a,Local and Regional,Books,A Tenderfoot in Colorado,,1,b,,,,0.5
a,Local and Regional,Books,A Thrilling Narrative,,1,b,,,,0.5
a,Local and Regional,Books,A Thrilling Narrative of Indian Captivity,,1,b,,,,0.5
a,Local and Regional,Books,A Time to Speak,,1,b,,,,0.5
a,Local and Regional,Books,A Time to Stir,,1,b,,,,0.5
a,Local and Regional,Books,A Tough Little Patch of History,,1,b,,,,0.5
a,Local and Regional,Books,A Tour of Reconstruction,,1,b,,,,0.5
a,Local and Regional,Books,A Town In-Between,,1,b,,,,0.5
a,Local and Regional,Books,A Town Without Steel,,1,b,,,,0.5
a,Local and Regional,Books,A University of Tradition,,1,b,,,,0.5
a,Local and Regional,Books,A Voice from the South,,1,b,,,,0.5
a,Local and Regional,Books,A Way Forward,,1,b,,,,0.5
a,Local and Regional,Books,A Windfall of Musicians,,1,b,,,,0.5
a,Local and Regional,Books,Aaron Henry of Mississippi,,1,b,,,,0.5
a,Local and Regional,Books,Abraham Lincoln and Reconstruction,,1,b,,,,0.5
a,Local and Regional,Books,"Absentee Landowning and Exploitation in West Virginia, 1760-1920",,1,b,,,,0.5
a,Local and Regional,Books,ACC Basketball,,1,b,,,,0.5
a,Local and Regional,Books,Accessible Connecticut,,1,b,,,,0.5
a,Local and Regional,Books,Across God's Frontiers,,1,b,,,,0.5
a,Local and Regional,Books,Adeline & Julia,,1,b,,,,0.5
