•ÈÀCategory,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
a,American History Books,20th Century,The Port Huron Statement,,0.5,b,,,,0.5
a,American History Books,20th Century,Debating the American State,,0.5,b,,,,0.5
a,American History Books,20th Century,"The United States and the Second World War: New Perspectives on Diplomacy, War, and the Home Front",,0.5,b,,,,0.5
a,American History Books,20th Century,I Must be a Part of this War: A German American's Fight against Hitler and Nazism,,0.5,b,,,,0.5
a,American History Books,20th Century,The Averaged American,,0.5,b,,,,0.5
a,American History Books,20th Century,The Road to Dallas,,0.5,b,,,,0.5
a,American History Books,20th Century,"Cold War at 30,000 Feet",,0.5,b,,,,0.5
a,American History Books,20th Century,Playing the Numbers,,0.5,b,,,,0.5
a,American History Books,20th Century,Powerful and Brutal Weapons,,0.5,b,,,,0.5
a,American History Books,20th Century,A Class of Their Own,,0.5,b,,,,0.5
a,American History Books,20th Century,The Conservative Turn,,0.5,b,,,,0.5
a,American History Books,20th Century,Becoming African Americans,,0.5,b,,,,0.5
a,American History Books,20th Century,To Serve the Living,,0.5,b,,,,0.5
a,American History Books,20th Century,A Culture of Credit,,0.5,b,,,,0.5
a,American History Books,20th Century,The Long Gilded Age,,0.5,b,,,,0.5
a,American History Books,20th Century,To Reach the High Frontier,,0.5,b,,,,0.5
a,American History Books,20th Century,Freedom Struggles,,0.5,b,,,,0.5
a,American History Books,20th Century,Search for the American Right Wing,,0.5,b,,,,0.5
a,American History Books,20th Century,Intersections: The Grand Concourse at 100,,0.5,b,,,,0.5
a,American History Books,20th Century,Eric Walrond,,0.5,b,,,,0.5
a,American History Books,20th Century,The Reagan Era,,0.5,b,,,,0.5
a,American History Books,20th Century,Race Unmasked,,0.5,b,,,,0.5
a,American History Books,20th Century,Malcolm X's Michigan Worldview,,0.5,b,,,,0.5
a,American History Books,20th Century,Longing for the Bomb,,0.5,b,,,,0.5
a,American History Books,20th Century,"American Rhetoric in the New Deal Era, 1932-1945",,0.5,b,,,,0.5
a,American History Books,20th Century,For Both Cross and Flag,,0.5,b,,,,0.5
a,American History Books,20th Century,The Temp Economy,,0.5,b,,,,0.5
a,American History Books,20th Century,Baltimore '68,,0.5,b,,,,0.5
a,American History Books,20th Century,Abuse of Power,,0.5,b,,,,0.5
a,American History Books,20th Century,Prisons and Patriots,,0.5,b,,,,0.5
a,American History Books,20th Century,Invasion of the Mind Snatchers,,0.5,b,,,,0.5
a,American History Books,20th Century,Saving San Francisco,,0.5,b,,,,0.5
a,American History Books,20th Century,Dangerous Knowledge,,0.5,b,,,,0.5
a,American History Books,20th Century,We Shall Be Free!,,0.5,b,,,,0.5
a,American History Books,20th Century,A City within a City,,0.5,b,,,,0.5
a,American History Books,20th Century,The Americanization of Social Science,,0.5,b,,,,0.5
a,American History Books,20th Century,Cold War in a Hot Zone,,0.5,b,,,,0.5
a,American History Books,20th Century,On the Margins of Citizenship,,0.5,b,,,,0.5
a,American History Books,20th Century,San Francisco's International Hotel,,0.5,b,,,,0.5
a,American History Books,20th Century,Model City Blues,,0.5,b,,,,0.5
a,American History Books,20th Century,20th Century Limited,,0.5,b,,,,0.5
a,American History Books,20th Century,Runaway Romances,,0.5,b,,,,0.5
a,American History Books,20th Century,The End of Empires,,0.5,b,,,,0.5
a,American History Books,20th Century,To The City,,0.5,b,,,,0.5
a,American History Books,20th Century,Outside the Paint,,0.5,b,,,,0.5
a,American History Books,20th Century,Christian Reconstruction,,0.5,b,,,,0.5
a,American History Books,20th Century,The Citizen Soldiers,,0.5,b,,,,0.5
a,American History Books,20th Century,"Chop Suey, USA",,0.5,b,,,,0.5
a,American History Books,20th Century,Lincoln Gordon,,0.5,b,,,,0.5
a,American History Books,20th Century,The Associational State,,0.5,b,,,,0.5
a,American History Books,20th Century,After Emancipation,,0.5,b,,,,0.5
a,American History Books,20th Century,Radical Relations,,0.5,b,,,,0.5
a,American History Books,20th Century,"Modern Food, Moral Food",,0.5,b,,,,0.5
a,American History Books,20th Century,W. E. B. Du Bois and The Souls of Black Folk,,0.5,b,,,,0.5
a,American History Books,20th Century,Power to the Poor,,0.5,b,,,,0.5
a,American History Books,20th Century,Henry Wallace's 1948 Presidential Campaign and the Future of Postwar Liberalism,,0.5,b,,,,0.5
a,American History Books,20th Century,Fostering on the Farm,,0.5,b,,,,0.5
a,American History Books,20th Century,The Mutual Housing Experiment,,0.5,b,,,,0.5
a,American History Books,20th Century,God and Uncle Sam,,0.5,b,,,,0.5
a,American History Books,20th Century,Race and Real Estate,,0.5,b,,,,0.5
a,American History Books,20th Century,Nicholas Miraculous,,0.5,b,,,,0.5
a,American History Books,20th Century,We Are What We Drink,,0.5,b,,,,0.5
a,American History Books,20th Century,Racism in the Nation's Service,,0.5,b,,,,0.5
a,American History Books,20th Century,The Cursillo Movement in America,,0.5,b,,,,0.5
a,American History Books,20th Century,Visions of Freedom,,0.5,b,,,,0.5
a,American History Books,20th Century,Insatiable Appetites,,0.5,b,,,,0.5
a,American History Books,20th Century,"Whose Harlem Is This, Anyway?",,0.5,b,,,,0.5
a,American History Books,20th Century,"Sex Ed, Segregated",,0.5,b,,,,0.5
a,American History Books,20th Century,Household Accounts,,0.5,b,,,,0.5
a,American History Books,20th Century,Forgotten Men and Fallen Women,,0.5,b,,,,0.5
a,American History Books,20th Century,From the Boardroom to the War Room,,0.5,b,,,,0.5
a,American History Books,20th Century,An Unlikely Union,,0.5,b,,,,0.5
a,American History Books,20th Century,The Cool and the Crazy,,0.5,b,,,,0.5
a,American History Books,20th Century,This Is Our Land,,0.5,b,,,,0.5
a,American History Books,20th Century,Bargaining for Life,,0.5,b,,,,0.5
a,American History Books,20th Century,Transcending Capitalism,,0.5,b,,,,0.5
a,American History Books,20th Century,The Depression Comes to the South Side,,0.5,b,,,,0.5
a,American History Books,20th Century,"FDR, Dewey, and the Election of 1944",,0.5,b,,,,0.5
a,American History Books,20th Century,Off the Main Lines,,0.5,b,,,,0.5
a,American History Books,20th Century,They Left Great Marks on Me,,0.5,b,,,,0.5
a,American History Books,20th Century,Hedda Hopper’s Hollywood,,0.5,b,,,,0.5
a,American History Books,20th Century,Of Little Comfort,,0.5,b,,,,0.5
a,American History Books,20th Century,Freedom’s Gardener,,0.5,b,,,,0.5
a,American History Books,20th Century,Jews and Booze,,0.5,b,,,,0.5
a,American History Books,20th Century,Howard Fast,,0.5,b,,,,0.5
a,American History Books,20th Century,Peace Corps Fantasies,,0.5,b,,,,0.5
a,American History Books,20th Century,"The Growth of American Government, Revised and Updated Edition",,0.5,b,,,,0.5
a,American History Books,20th Century,Misremembering Dr. King,,0.5,b,,,,0.5
a,American History Books,20th Century,Paul V. McNutt and the Age of FDR,,0.5,b,,,,0.5
a,American History Books,20th Century,Roland Hayes,,0.5,b,,,,0.5
a,American History Books,20th Century,Plowed Under,,0.5,b,,,,0.5
a,American History Books,20th Century,The Long 1968,,0.5,b,,,,0.5
a,American History Books,20th Century,From Canton Restaurant to Panda Express,,0.5,b,,,,0.5
a,American History Books,20th Century,The End of a Global Pox,,0.5,b,,,,0.5
a,American History Books,20th Century,Bad Girls,,0.5,b,,,,0.5
a,American History Books,20th Century,Sugar and Civilization,,0.5,b,,,,0.5
a,American History Books,20th Century,Children and Youth during the Civil War Era,,0.5,b,,,,0.5
a,American History Books,20th Century,Dear Alben,,0.5,b,,,,0.5
a,American History Books,20th Century,Jack London,,0.5,b,,,,0.5
a,American History Books,20th Century,This Is Not Dixie,,0.5,b,,,,0.5
a,American History Books,20th Century,A History of the Book in America,,0.5,b,,,,0.5
a,American History Books,20th Century,A Passion for the True and Just,,0.5,b,,,,0.5
a,American History Books,20th Century,Harlan Miners Speak,,0.5,b,,,,0.5
a,American History Books,20th Century,Racial Ambiguity in Asian American Culture,,0.5,b,,,,0.5
a,American History Books,20th Century,The 4-H Harvest,,0.5,b,,,,0.5
a,American History Books,20th Century,Franklin D. Roosevelt,,0.5,b,,,,0.5
a,American History Books,20th Century,Chinese in the Woods,,0.5,b,,,,0.5
a,American History Books,20th Century,The Republican Right since 1945,,0.5,b,,,,0.5
a,American History Books,20th Century,Working for Equality,,0.5,b,,,,0.5
a,American History Books,20th Century,Urban Origins of American Judaism,,0.5,b,,,,0.5
a,American History Books,20th Century,Revolutionizing Expectations,,0.5,b,,,,0.5
a,American History Books,20th Century,Womanpower Unlimited and the Black Freedom Struggle in Mississippi,,0.5,b,,,,0.5
a,American History Books,20th Century,Striking Beauties,,0.5,b,,,,0.5
a,American History Books,20th Century,Black Woman Reformer,,0.5,b,,,,0.5
a,American History Books,20th Century,The Three Governors Controversy,,0.5,b,,,,0.5
a,American History Books,20th Century,Faith in Bikinis,,0.5,b,,,,0.5
a,American History Books,20th Century,Winnebago Nation,,0.5,b,,,,0.5
a,American History Books,20th Century,Political Freud,,0.5,b,,,,0.5
a,American History Books,20th Century,Sin City North,,0.5,b,,,,0.5
a,American History Books,20th Century,Blues Unlimited,,0.5,b,,,,0.5
a,American History Books,20th Century,Back Channel to Cuba,,0.5,b,,,,0.5
a,American History Books,20th Century,Saving Faith,,0.5,b,,,,0.5
a,American History Books,20th Century,This Book Is an Action,,0.5,b,,,,0.5
a,American History Books,20th Century,Dispossession,,0.5,b,,,,0.5
a,American History Books,20th Century,Mapping the Cold War,,0.5,b,,,,0.5
a,American History Books,20th Century,Early Blues,,0.5,b,,,,0.5
a,American History Books,20th Century,Mapping Wonderlands,,0.5,b,,,,0.5
a,American History Books,20th Century,The Diplomacy of Migration,,0.5,b,,,,0.5
a,American History Books,20th Century,A Quiet Victory for Latino Rights,,0.5,b,,,,0.5
a,American History Books,20th Century,What They Wished For,,0.5,b,,,,0.5
a,American History Books,20th Century,Everybody Else,,0.5,b,,,,0.5
a,American History Books,20th Century,A People's War on Poverty,,0.5,b,,,,0.5
a,American History Books,20th Century,Breaking Ground,,0.5,b,,,,0.5
a,American History Books,20th Century,New Deal and States,,0.5,b,,,,0.5
a,American History Books,20th Century,Dying to Forget,,0.5,b,,,,0.5
a,American History Books,20th Century,"Wilson, Volume V",,0.5,b,,,,0.5
a,American History Books,20th Century,"Intervention and Dollar Diplomacy in the Caribbean, 1900-1921",,0.5,b,,,,0.5
a,American History Books,20th Century,Generations in Black and White,,0.5,b,,,,0.5
a,American History Books,20th Century,Origins of Soviet American Diplomacy,,0.5,b,,,,0.5
a,American History Books,20th Century,"Wilson, Volume IV",,0.5,b,,,,0.5
a,American History Books,20th Century,Decision to Intervene,,0.5,b,,,,0.5
a,American History Books,20th Century,"Wilson, Volume II",,0.5,b,,,,0.5
a,American History Books,20th Century,"White Robes, Silver Screens",,0.5,b,,,,0.5
a,American History Books,20th Century,"Wilson, Volume III",,0.5,b,,,,0.5
a,American History Books,20th Century,For God and Globe,,0.5,b,,,,0.5
a,American History Books,20th Century,American Justice in Taiwan,,0.5,b,,,,0.5
a,American History Books,20th Century,Enemies to Allies,,0.5,b,,,,0.5
a,American History Books,20th Century,Against Immediate Evil,,0.5,b,,,,0.5
a,American History Books,20th Century,Reform or Repression,,0.5,b,,,,0.5
a,American History Books,20th Century,"La Alemania nacionalsocialista, la Scadta y la aviación colombiana en la década de los 1930",,0.5,b,,,,0.5
a,American History Books,20th Century,Disaster Citizenship,,0.5,b,,,,0.5
a,American History Books,20th Century,Queer Clout,,0.5,b,,,,0.5
a,American History Books,20th Century,Barnstorming the Prairies,,0.5,b,,,,0.5
a,American History Books,20th Century,Pulitzer's Gold,,0.5,b,,,,0.5
a,American History Books,20th Century,The War after the War,,0.5,b,,,,0.5
a,American History Books,20th Century,Music in the Age of Anxiety,,0.5,b,,,,0.5
a,American History Books,20th Century,Us versus Them,,0.5,b,,,,0.5
a,American History Books,20th Century,The Hemingway Log,,0.5,b,,,,0.5
a,American History Books,20th Century,The Presidency of George H. W. Bush,,0.5,b,,,,0.5
a,American History Books,20th Century,Remaking the American Patient,,0.5,b,,,,0.5
a,American History Books,20th Century,Rightlessness,,0.5,b,,,,0.5
a,American History Books,20th Century,"Congress, Presidents, and American Politics",,0.5,b,,,,0.5
a,American History Books,20th Century,The New Negro in the Old South,,0.5,b,,,,0.5
a,American History Books,20th Century,Robert Parris Moses,,0.5,b,,,,0.5
a,American History Books,20th Century,Roaring Metropolis,,0.5,b,,,,0.5
a,American History Books,20th Century,Right Moves,,0.5,b,,,,0.5
a,American History Books,20th Century,Franklin D. Roosevelt,,0.5,b,,,,0.5
a,American History Books,20th Century,Unlikely Environmentalists,,0.5,b,,,,0.5
a,American History Books,20th Century,The CIA's Greatest Covert Operation,,0.5,b,,,,0.5
a,American History Books,20th Century,Incarcerating the Crisis,,0.5,b,,,,0.5
a,American History Books,20th Century,The Arthurdale Community School,,0.5,b,,,,0.5
a,American History Books,20th Century,The Chicago Freedom Movement,,0.5,b,,,,0.5
a,American History Books,20th Century,Hoover's FBI and the Fourth Estate,,0.5,b,,,,0.5
a,American History Books,20th Century,The Right and Labor in America,,0.5,b,,,,0.5
a,American History Books,20th Century,Civil Rights and Beyond,,0.5,b,,,,0.5
a,American History Books,20th Century,Spheres of Intervention,,0.5,b,,,,0.5
a,American History Books,20th Century,Planning Democracy,,0.5,b,,,,0.5
a,American History Books,20th Century,Global Rules,,0.5,b,,,,0.5
a,American History Books,20th Century,Edith Kermit Roosevelt,,0.5,b,,,,0.5
a,American History Books,20th Century,Unsettled Americans,,0.5,b,,,,0.5
a,American History Books,20th Century,Spider Web,,0.5,b,,,,0.5
a,American History Books,20th Century,Cold War Games,,0.5,b,,,,0.5
a,American History Books,20th Century,Equality on Trial,,0.5,b,,,,0.5
a,American History Books,20th Century,The Freedom Schools,,0.5,b,,,,0.5
a,American History Books,20th Century,Bully Nation,,0.5,b,,,,0.5
a,American History Books,20th Century,Karl Polanyi,,0.5,b,,,,0.5
a,American History Books,20th Century,In the Hegemon's Shadow,,0.5,b,,,,0.5
a,American History Books,20th Century,AFSCME's Philadelphia Story,,0.5,b,,,,0.5
a,American History Books,20th Century,Spirit of Rebellion,,0.5,b,,,,0.5
a,American History Books,20th Century,Looking Back on the Vietnam War,,0.5,b,,,,0.5
a,American History Books,20th Century,Nancy Reagan,,0.5,b,,,,0.5
a,American History Books,20th Century,The Modern American Presidency,,0.5,b,,,,0.5
a,American History Books,20th Century,Harry Truman and the Struggle for Racial Justice,,0.5,b,,,,0.5
a,American History Books,20th Century,Keep On Keeping On,,0.5,b,,,,0.5
a,American History Books,20th Century,Remaking the Rust Belt,,0.5,b,,,,0.5
a,American History Books,20th Century,Chief Executive to Chief Justice,,0.5,b,,,,0.5
a,American History Books,20th Century,God Hates,,0.5,b,,,,0.5
a,American History Books,20th Century,American Organic,,0.5,b,,,,0.5
a,American History Books,20th Century,Decent Interval,,0.5,b,,,,0.5
a,American History Books,20th Century,The Jury in America,,0.5,b,,,,0.5
a,American History Books,20th Century,A Floating Chinaman,,0.5,b,,,,0.5
a,American History Books,20th Century,The Technological Indian,,0.5,b,,,,0.5
a,American History Books,20th Century,Raising the World,,0.5,b,,,,0.5
a,American History Books,20th Century,Reagan's Legacy in a World Transformed,,0.5,b,,,,0.5
a,American History Books,20th Century,Scientists at War,,0.5,b,,,,0.5
a,American History Books,20th Century,Imagining Tombstone,,0.5,b,,,,0.5
a,American History Books,20th Century,Making the News Popular,,0.5,b,,,,0.5
a,American History Books,20th Century,The Fight for Local Control,,0.5,b,,,,0.5
a,American History Books,20th Century,Killing for Coal,,0.5,b,,,,0.5
a,American History Books,20th Century,Holocaust,,0.5,b,,,,0.5
a,American History Books,20th Century,By Order of the President,,0.5,b,,,,0.5
a,American History Books,20th Century,Yamashita's Ghost,,0.5,b,,,,0.5
a,American History Books,20th Century,A Season of Inquiry Revisited,,0.5,b,,,,0.5
a,American History Books,20th Century,"Pesticides, A Love Story",,0.5,b,,,,0.5
a,American History Books,20th Century,Resilient America,,0.5,b,,,,0.5
a,American History Books,20th Century,Lee Harvey Oswald as I Knew Him,,0.5,b,,,,0.5
a,American History Books,20th Century,Native Activism in Cold War America,,0.5,b,,,,0.5
a,American History Books,20th Century,Republicans and Race,,0.5,b,,,,0.5
a,American History Books,20th Century,Our Man in Mexico,,0.5,b,,,,0.5
a,American History Books,20th Century,Leak,,0.5,b,,,,0.5
a,American History Books,20th Century,"Murder, Inc., and the Moral Life",,0.5,b,,,,0.5
a,American History Books,20th Century,A Scarlet Pansy,,0.5,b,,,,0.5
a,American History Books,20th Century,Dharma Lion,,0.5,b,,,,0.5
a,American History Books,20th Century,Forging the Copper Collar,,0.5,b,,,,0.5
a,American History Books,20th Century,"Emma Goldman, Vol. 1",,0.5,b,,,,0.5
a,American History Books,20th Century,"Emma Goldman, Vol. 2",,0.5,b,,,,0.5
a,American History Books,20th Century,American Cyclone,,0.5,b,,,,0.5
a,American History Books,20th Century,Prefiguring Postblackness,,0.5,b,,,,0.5
a,American History Books,20th Century,Envisioning Asia,,0.5,b,,,,0.5
a,American History Books,20th Century,American Prophet,,0.5,b,,,,0.5
a,American History Books,20th Century,Grassroots at the Gateway,,0.5,b,,,,0.5
a,American History Books,20th Century,The Tokyo Rose Case,,0.5,b,,,,0.5
a,American History Books,20th Century,"Father, Son, and Constitution",,0.5,b,,,,0.5
a,American History Books,20th Century,America's Japan and Japan's Performing Arts,,0.5,b,,,,0.5
a,American History Books,20th Century,Acts of Conspicuous Compassion,,0.5,b,,,,0.5
a,American History Books,20th Century,Concordance,,0.5,b,,,,0.5
a,American History Books,20th Century,"Ambition, Competition, and Electoral Reform",,0.5,b,,,,0.5
a,American History Books,20th Century,Eyeing the Red Storm,,0.5,b,,,,0.5
a,American History Books,20th Century,42,,0.5,b,,,,0.5
a,American History Books,20th Century,Justice Brennan,,0.5,b,,,,0.5
a,American History Books,20th Century,Murrow's Cold War,,0.5,b,,,,0.5
a,American History Books,20th Century,James Baldwin,,0.5,b,,,,0.5
a,American History Books,20th Century,The First Modern Clash over Federal Power,,0.5,b,,,,0.5
a,American History Books,20th Century,Welcome to the Oglala Nation,,0.5,b,,,,0.5
a,American History Books,20th Century,Dressing for the Culture Wars,,0.5,b,,,,0.5
a,American History Books,20th Century,"Go, Flight!",,0.5,b,,,,0.5
a,American History Books,20th Century,Remembering America,,0.5,b,,,,0.5
a,American History Books,20th Century,Borderland Films,,0.5,b,,,,0.5
a,American History Books,20th Century,Rockets and Revolution,,0.5,b,,,,0.5
a,American History Books,20th Century,Anthropologists and Their Traditions across National Borders,,0.5,b,,,,0.5
a,American History Books,20th Century,Pioneering History on Two Continents,,0.5,b,,,,0.5
a,American History Books,20th Century,Croswell Bowen,,0.5,b,,,,0.5
a,American History Books,20th Century,Japanese American Resettlement through the Lens,,0.5,b,,,,0.5
a,American History Books,20th Century,Washington Merry-Go-Round,,0.5,b,,,,0.5
a,American History Books,20th Century,The Ordinary Spaceman,,0.5,b,,,,0.5
a,American History Books,20th Century,The Socialist Party of America,,0.5,b,,,,0.5
a,American History Books,20th Century,Empress San Francisco,,0.5,b,,,,0.5
a,American History Books,20th Century,Catholic Borderlands,,0.5,b,,,,0.5
a,American History Books,20th Century,Bootleggers and Borders,,0.5,b,,,,0.5
a,American History Books,20th Century,Bold They Rise,,0.5,b,,,,0.5
a,American History Books,20th Century,Tales of the Old Indian Territory and Essays on the Indian Condition,,0.5,b,,,,0.5
a,American History Books,20th Century,Post-Westerns,,0.5,b,,,,0.5
a,American History Books,20th Century,A Critical Friendship,,0.5,b,,,,0.5
a,American History Books,20th Century,The X-15 Rocket Plane,,0.5,b,,,,0.5
a,American History Books,20th Century,Game Faces,,0.5,b,,,,0.5
a,American History Books,20th Century,Education beyond the Mesas,,0.5,b,,,,0.5
a,American History Books,20th Century,Ski Style,,0.5,b,,,,0.5
a,American History Books,20th Century,The Postwar Yankees,,0.5,b,,,,0.5
a,American History Books,20th Century,Homesteading Space,,0.5,b,,,,0.5
a,American History Books,20th Century,Aphrodite's Daughters,,0.5,b,,,,0.5
a,American History Books,20th Century,America Beyond Black and White,,0.5,b,,,,0.5
a,American History Books,20th Century,Faith in the City,,0.5,b,,,,0.5
a,American History Books,20th Century,Racial Union,,0.5,b,,,,0.5
a,American History Books,20th Century,Anthropology Goes to the Fair,,0.5,b,,,,0.5
a,American History Books,20th Century,American Silence,,0.5,b,,,,0.5
a,American History Books,20th Century,Cross Purposes,,0.5,b,,,,0.5
a,American History Books,20th Century,The New Imperial Presidency,,0.5,b,,,,0.5
a,American History Books,20th Century,Mr. Democrat,,0.5,b,,,,0.5
a,American History Books,20th Century,Religion and the Rise of Jim Crow in New Orleans,,0.5,b,,,,0.5
a,American History Books,20th Century,Watchdogs on the Hill,,0.5,b,,,,0.5
a,American History Books,20th Century,Governing the American State,,0.5,b,,,,0.5
a,American History Books,20th Century,Messengers of the Right,,0.5,b,,,,0.5
a,American History Books,20th Century,Torn in Two,,0.5,b,,,,0.5
a,American History Books,20th Century,Militant Visions,,0.5,b,,,,0.5
a,American History Books,20th Century,The Presidency of John F. Kennedy,,0.5,b,,,,0.5
a,American History Books,20th Century,The Revolutionary Imaginations of Greater Mexico,,0.5,b,,,,0.5
a,American History Books,20th Century,Ellery's Protest,,0.5,b,,,,0.5
a,American History Books,20th Century,Counterculture Kaleidoscope,,0.5,b,,,,0.5
a,American History Books,20th Century,Between a River and a Mountain,,0.5,b,,,,0.5
a,American History Books,20th Century,Striking Distance,,0.5,b,,,,0.5
a,American History Books,20th Century,Defiant Braceros,,0.5,b,,,,0.5
a,American History Books,20th Century,Vietnam's High Ground,,0.5,b,,,,0.5
a,American History Books,20th Century,Brother Bill,,0.5,b,,,,0.5
a,American History Books,20th Century,Beyond Rosie,,0.5,b,,,,0.5
a,American History Books,20th Century,Out of the Horrors of War,,0.5,b,,,,0.5
a,American History Books,20th Century,Stories of Survival,,0.5,b,,,,0.5
a,American History Books,20th Century,Things You Need to Hear,,0.5,b,,,,0.5
a,American History Books,20th Century,"American Arabists in the Cold War Middle East, 1946–75",,0.5,b,,,,0.5
a,American History Books,20th Century,Bearing Witness,,0.5,b,,,,0.5
a,American History Books,20th Century,Democratic Sports,,0.5,b,,,,0.5
a,American History Books,20th Century,Hollywood Divided,,0.5,b,,,,0.5
a,American History Books,20th Century,New Negro Politics in the Jim Crow South,,0.5,b,,,,0.5
a,American History Books,20th Century,The Progressives' Century,,0.5,b,,,,0.5
a,American History Books,20th Century,Harry and Arthur,,0.5,b,,,,0.5
a,American History Books,20th Century,Playing War,,0.5,b,,,,0.5
a,American History Books,20th Century,"Radicalism in the Mountain West, 1890-1920",,0.5,b,,,,0.5
a,American History Books,20th Century,No Permanent Waves,,0.5,b,,,,0.5
a,American History Books,20th Century,Prohibition Gangsters,,0.5,b,,,,0.5
a,American History Books,20th Century,Branding Hoover's FBI,,0.5,b,,,,0.5
a,American History Books,20th Century,"Christianity, Social Justice, and the Japanese American Incarceration during World War II",,0.5,b,,,,0.5
a,American History Books,20th Century,Watergate,,0.5,b,,,,0.5
a,American History Books,20th Century,The Prometheus Bomb,,0.5,b,,,,0.5
a,American History Books,20th Century,A Delicate Relationship,,0.5,b,,,,0.5
a,American History Books,20th Century,Reassuring the Reluctant Warriors,,0.5,b,,,,0.5
a,American History Books,20th Century,The End of American Lynching,,0.5,b,,,,0.5
a,American History Books,20th Century,The New Deal,,0.5,b,,,,0.5
a,American History Books,20th Century,A Class by Herself,,0.5,b,,,,0.5
a,American History Books,20th Century,Chow Chop Suey,,0.5,b,,,,0.5
a,American History Books,20th Century,Feasting Our Eyes,,0.5,b,,,,0.5
a,American History Books,20th Century,"Little Magazine, World Form",,0.5,b,,,,0.5
a,American History Books,20th Century,Redemption and Revolution,,0.5,b,,,,0.5
a,American History Books,20th Century,Vietnam,,0.5,b,,,,0.5
a,American History Books,20th Century,Treacherous Passage,,0.5,b,,,,0.5
a,American History Books,20th Century,The Making of Working-Class Religion,,0.5,b,,,,0.5
a,American History Books,20th Century,The Black Chicago Renaissance,,0.5,b,,,,0.5
a,American History Books,20th Century,Faith in Black Power,,0.5,b,,,,0.5
a,American History Books,20th Century,Foreign Policy at the Periphery,,0.5,b,,,,0.5
a,American History Books,20th Century,Japanese Women and the Transnational Feminist Movement before World War II,,0.5,b,,,,0.5
a,American History Books,20th Century,Sailing into History,,0.5,b,,,,0.5
a,American History Books,20th Century,Losing Binh Dinh,,0.5,b,,,,0.5
a,American History Books,20th Century,An Oneida Indian in Foreign Waters,,0.5,b,,,,0.5
a,American History Books,20th Century,"Black Baseball Entrepreneurs, 1902-1931",,0.5,b,,,,0.5
a,American History Books,20th Century,America in the Nineties,,0.5,b,,,,0.5
a,American History Books,20th Century,James K. McGuire,,0.5,b,,,,0.5
a,American History Books,20th Century,The American Dream,,0.5,b,,,,0.5
a,American History Books,20th Century,The Salome Ensemble,,0.5,b,,,,0.5
a,American History Books,20th Century,America in the Thirties,,0.5,b,,,,0.5
a,American History Books,20th Century,Steel's,,0.5,b,,,,0.5
a,American History Books,20th Century,America in the Forties,,0.5,b,,,,0.5
a,American History Books,20th Century,The 1929 Bunion Derby,,0.5,b,,,,0.5
a,American History Books,20th Century,America in the Teens,,0.5,b,,,,0.5
a,American History Books,20th Century,A Band of Noble Women,,0.5,b,,,,0.5
a,American History Books,20th Century,Toxic Exposures,,0.5,b,,,,0.5
a,American History Books,20th Century,U.S. Women's History,,0.5,b,,,,0.5
a,American History Books,20th Century,The St. Lawrence Seaway and Power Project,,0.5,b,,,,0.5
a,American History Books,20th Century,Acts of Conscience,,0.5,b,,,,0.5
a,American History Books,20th Century,America in the Sixties,,0.5,b,,,,0.5
a,American History Books,20th Century,Alabaster Cities,,0.5,b,,,,0.5
a,American History Books,20th Century,Irish-American Autobiography,,0.5,b,,,,0.5
a,American History Books,20th Century,The End of the Innocence,,0.5,b,,,,0.5
a,American History Books,20th Century,The Irish Bridget,,0.5,b,,,,0.5
a,American History Books,20th Century,"We Had Sneakers, They Had Guns",,0.5,b,,,,0.5
a,American History Books,20th Century,Public Workers,,0.5,b,,,,0.5
a,American History Books,20th Century,Moving Performances,,0.5,b,,,,0.5
a,American History Books,20th Century,The Uplift Generation,,0.5,b,,,,0.5
a,American History Books,20th Century,Nixon's Back Channel to Moscow,,0.5,b,,,,0.5
a,American History Books,20th Century,Starving for Justice,,0.5,b,,,,0.5
a,American History Books,20th Century,Gospel According to the Klan,,0.5,b,,,,0.5
a,American History Books,20th Century,Women's Antiwar Diplomacy during the Vietnam War Era,,0.5,b,,,,0.5
a,American History Books,20th Century,Republic on the Wire,,0.5,b,,,,0.5
a,American History Books,20th Century,The Rise of the Arab American Left,,0.5,b,,,,0.5
a,American History Books,20th Century,Discovering the South,,0.5,b,,,,0.5
a,American History Books,20th Century,Carlisle Indian Industrial School,,0.5,b,,,,0.5
a,American History Books,20th Century,The Nation's Largest Landlord,,0.5,b,,,,0.5
a,American History Books,20th Century,Lou Henry Hoover,,0.5,b,,,,0.5
a,American History Books,20th Century,Calculated Risk,,0.5,b,,,,0.5
a,American History Books,20th Century,Booker T. Washington in American Memory,,0.5,b,,,,0.5
a,American History Books,20th Century,Clearing the Air,,0.5,b,,,,0.5
a,American History Books,20th Century,A Land Apart,,0.5,b,,,,0.5
a,American History Books,20th Century,First Ladies and American Women,,0.5,b,,,,0.5
a,American History Books,20th Century,A Third Term for FDR,,0.5,b,,,,0.5
a,American History Books,20th Century,Silk Stockings and Socialism,,0.5,b,,,,0.5
a,American History Books,20th Century,Winning the Third World,,0.5,b,,,,0.5
a,American History Books,20th Century,Labor Under Fire,,0.5,b,,,,0.5
a,American History Books,20th Century,When They Hid the Fire,,0.5,b,,,,0.5
a,American History Books,20th Century,Dangerous Grounds,,0.5,b,,,,0.5
a,American History Books,20th Century,Operation Breadbasket,,0.5,b,,,,0.5
